Issue key,previous_story_point,estimated_test_score,Number of developers,Number of comments
BXMSDOC-5706,1.0,2.0645833333333337,1,1
BXMSDOC-5705,3.0,3.6234237046421,1,1
BXMSDOC-5703,3.0,3.6234237046421,1,0
BXMSDOC-5702,3.0,3.6234237046421,1,0
BXMSDOC-5464,1.0,4.054892884892885,1,1
BXMSDOC-5159,3.0,2.7,1,0
BXMSDOC-5137,1.0,2.919230769230769,1,12
BXMSDOC-5090,3.0,8.35,1,8
BXMSDOC-5021,3.0,4.054892884892885,1,4
BXMSDOC-4751,3.0,4.294444444444444,1,2
BXMSDOC-4483,1.0,1.7833333333333332,1,4
BXMSDOC-4348,1.0,1.55,1,11
BXMSDOC-4253,3.0,3.8,1,3
BXMSDOC-4234,9.0,3.6234237046421,1,0
BXMSDOC-3847,3.0,3.6234237046421,1,0
BXMSDOC-3832,9.0,3.1517099567099565,1,10
BXMSDOC-3815,3.0,3.4,1,15
BXMSDOC-3812,5.0,2.8901282051282053,1,5
BXMSDOC-3810,6.0,3.627474747474748,1,0
BXMSDOC-3548,3.0,2.875,1,4
BXMSDOC-3437,3.0,2.2833333333333337,1,9
BXMSDOC-3118,9.0,4.054892884892885,1,1
BXMSDOC-3100,3.0,3.161111111111111,1,0
BXMSDOC-3021,1.0,3.6234237046421,1,0
BXMSDOC-3008,3.0,4.262019230769231,1,5
BXMSDOC-2597,3.0,2.8,1,1
BXMSDOC-2565,3.0,3.6234237046421,1,3
BXMSDOC-2448,5.0,3.6234237046421,1,1
BXMSDOC-2402,3.0,3.6234237046421,1,3
BXMSDOC-2288,9.0,3.6234237046421,1,1
BXMSDOC-2270,9.0,3.6234237046421,1,3
BXMSDOC-2154,9.0,4.054892884892885,1,2
BXMSDOC-2131,3.0,3.6234237046421,1,2
BXMSDOC-1977,6.0,4.579166666666668,1,21
BXMSDOC-1928,3.0,4.054892884892885,1,0
BXMSDOC-1927,3.0,2.75,1,0
BXMSDOC-1925,3.0,2.275,1,0
BXMSDOC-1921,3.0,2.55,1,0
APPDUX-250,11.0,4.429015153005563,1,0
APPDUX-244,3.0,3.55,1,0
APPDUX-241,5.0,2.598452380952381,1,1
APPDUX-231,5.0,4.215070006312045,1,0
APPDUX-226,0.0,3.4446536245504653,1,0
APPDUX-219,5.0,5.284241083232426,1,0
APPDUX-184,5.0,13.8,0,0
AF-1715,3.0,3.6234237046421,1,0
AF-1714,3.0,3.6234237046421,1,0
AF-1712,2.0,2.7941666666666665,1,1
AF-1704,3.0,3.1517099567099565,1,1
AF-1636,5.0,1.1109149247546484,1,0
AF-1617,3.0,1.997467420780114,1,1
AF-1522,2.0,2.75,1,3
AF-1519,2.0,2.5,1,3
AF-1508,3.0,3.6234237046421,1,0
AF-1507,2.0,2.9657142857142857,1,0
AF-1506,3.0,4.827770354439116,1,0
AF-1502,5.0,3.6234237046421,1,0
AF-1474,3.0,3.5308281864652,1,4
AF-1408,5.0,1.1109149247546484,1,1
AF-1407,3.0,3.45,1,3
AF-1406,3.0,3.6234237046421,1,1
AF-1396,3.0,3.6234237046421,1,0
AF-1393,3.0,4.429015153005563,1,6
AF-1310,5.0,3.35,1,8
AF-1267,3.0,3.6234237046421,1,1
AF-1254,5.0,4.429015153005563,1,1
AF-1253,2.0,3.6234237046421,1,1
AF-1245,1.0,3.6234237046421,1,1
AF-1242,3.0,2.95,1,0
AEROGEAR-9948,3.0,4.215070006312045,1,3
AEROGEAR-6042,8.0,5.3,1,8
AEROGEAR-5840,8.0,6.55,0,6
AEROGEAR-5610,2.0,1.9,1,1
AEROGEAR-5609,3.0,2.0,1,2
AEROGEAR-5607,2.0,2.0166666666666666,1,2
AEROGEAR-5604,1.0,4.827770354439116,1,1
AEROGEAR-5599,2.0,1.8733333333333333,1,5
AEROGEAR-5596,2.0,2.3,1,1
AEROGEAR-5595,3.0,2.7,1,3
AEROGEAR-5594,5.0,4.05,1,3
AEROGEAR-5589,3.0,3.2,0,2
AEROGEAR-5586,5.0,3.4925,1,2
AEROGEAR-5585,3.0,2.9,1,0
AEROGEAR-5584,1.0,1.450513698630137,1,0
AEROGEAR-5581,2.0,2.05,1,0
AEROGEAR-5580,2.0,1.8125,1,4
AEROGEAR-5577,5.0,3.4,1,0
AEROGEAR-5573,2.0,2.55,1,1
AEROGEAR-5571,2.0,2.55,1,1
AEROGEAR-4974,0.5,3.6234237046421,1,1
AEROGEAR-4970,0.5,2.5666666666666664,1,1
AEROGEAR-4959,1.0,4.429015153005563,1,1
AEROGEAR-4950,0.5,1.9708333333333337,1,1
AEROGEAR-4937,1.0,2.45,1,1
AEROGEAR-4713,2.0,4.429015153005563,1,3
AEROGEAR-3691,5.0,3.1517099567099565,0,9
AEROGEAR-3228,5.0,3.725,0,2
